[27.3902 27.392  26.0561],[18.615  18.615  17.6295],
[24.9509 23.8808 26.0504],[17.082  16.352  17.4835],
[26.5969 26.4549 26.0514],[18.177  17.9215 17.6295],
[26.4496 26.6079 26.0433],[17.7755 18.177  17.6295],
[26.9041 26.9051 27.387 ],[18.7975 18.834  18.615 ],
[27.3221 27.2535 26.7788],[18.907  18.761  18.3595],
