[24.764 24.764 24.764],[17.5565 17.5565 17.5565],
[24.7353 24.7637 24.7614],[16.863  17.5565 17.5565],
[24.7537 24.7524 24.7586],[17.5565 17.5565 17.5565],
[24.7527 24.7579 24.7452],[17.5565 17.5565 17.5565],
[24.7626 24.7638 24.7627],[17.5565 17.5565 17.5565],
[24.7633 24.7596 24.7524],[17.5565 17.5565 17.5565],
