[27.2743 27.2743 27.2743],[18.761 18.761 18.761],
[27.2739 27.2736 27.2741],[18.761 18.761 18.761],
[27.2646 27.0061 27.2625],[18.761 18.834 18.761],
[27.2541 27.2606 27.2636],[18.761 18.761 18.761],
[27.274  27.274  27.2734],[18.761 18.761 18.761],
[27.2718 27.2639 27.2698],[18.761 18.761 18.761],
