[21.2413 21.2413 21.2413],[15.0745 15.0745 15.0745],
[21.2266 21.2272 21.2037],[15.1475 15.1475 15.038 ],
[21.2209 21.2392 21.2373],[15.1475 15.0745 15.0745],
[21.2388 21.2231 21.2145],[15.0745 15.1475 14.965 ],
[21.2384 21.2397 21.2231],[15.0745 15.0745 15.1475],
[21.2122 21.2361 21.2157],[14.965  15.0745 15.0745],
